Organization ID,Organization Interest
144726,"Academic, Technology, Professional Development, Leadership, Entrepreneurial"
91332,"Arts - Music, Arts - Performance, Arts, Arts - Multimedia, Film, Fun!, Media, Recreation, Social"
143903,"Publications, Professional Development, Technology"
91588,"Business, Entrepreneurial, Technology"
91362,"Business, Entrepreneurial, Educational, Graduate Student Oriented, Leadership, Professional Development, Technology"
91517,"Academic - Department, Women, Graduate Student Oriented"
234224,"Educational, Fundraising & Philanthropy, Service - Community Involvement, Social Activism"
161903,"Academic - Department, Academic, Academic - Research, Cultural, Democracy, Chicana/Chicano, Educational, Journals, Law, Undergraduate Student Oriented, Transfer Students, Publications, Political, Non-Partisan Political, Multicultural"
91311,"Business, Educational, Entrepreneurial, Law"
92058,"Law, Service - Community Involvement, Political, Politically Affiliated, Professional Development, Social Activism"
46662,"Cultural, Leadership, Social"
163663,"Faith, Religion & Spiritual, Educational"
145563,"Cultural, Journals, Multicultural, Publications, Travel, Arts"
46183,"Undergraduate Student Oriented, Publications, Medical, Academic - Research"
46159,"Academic - Research, Academic, Undergraduate Student Oriented, Publications, Journals, Educational"
158847,"Academic, Arts, Fun!, Media, Recreation, Self Improvement, Social, Undergraduate Student Oriented, Transfer Students, Journals, Publications"
160534,"Community Service, Business, Entrepreneurial, Environmental, Fun!, Fundraising & Philanthropy, Service - Outreach, Service - Retention, Service - Community Involvement"
91219,"Arts, Arts - Visual Art, Arts - Multimedia, Film, Fun!, Publications, Self Improvement"
46215,"Theater, Service - Community Involvement, Service - Outreach, Fun!, Community Service, Arts - Performance, Social"
46085,"Asian Pacific Islander, Theater, Arts - Performance, Fun!, Cultural"
135417,"Arts - Performance, Cultural, Arts, Theater, Fun!"
117585,"Social, Service - Community Involvement, Professional Development, Leadership, Greek Life - Fraternities, Entrepreneurial, Educational, Community Service, Business"
45947,"Academic, Academic - Pre-Professional, Career Planning, Community Service, Engineering, Entrepreneurial, Fitness, Fundraising & Philanthropy, Leadership, Professional Development, Technology, Undergraduate Student Oriented"
219265,"Technology, Academic, Professional Development"
65801,"Faith, Religion & Spiritual"
91351,"Democracy, Educational, Intersections of Identity, Mixed Students, Self Improvement"
46116,"Arts, Cultural, Educational, Faith, Religion & Spiritual, Journals, Media, Publications, Academic"
46217,"Academic, Asian Pacific Islander, Community Service, Multicultural, Political, Professional Development, Service - Outreach, Service - Community Involvement, Educational"
46734,"Arts - Dance, Arts - Performance"
138187,"Graduate Assembly Affiliated, Graduate Student Oriented, Professional Development, Academic - Research, Social"
91561,"Advocacy, Social, Social Activism, Cultural, Ethnic"
122748,"Environmental Groups, Environmental, Advocacy, Engineering, Graduate Assembly Affiliated, Service - Community Involvement, Social Activism, Sustainability"
46182,"Arts, Arts - Multimedia, Arts - Visual Art, Publications, Media, Journals, Faith, Religion & Spiritual, Academic, Academic - Department, Academic - Pre-Professional, Educational, Intersections of Identity, Undergraduate Student Oriented"
219820,"Professional Development, Self Improvement"
219065,"Medical, Service - Community Involvement, Educational, Community Service"
91770,"Community Service, Educational, Fundraising & Philanthropy, Health & Wellness, Leadership, Service - Community Involvement, Service - Outreach, Professional Development, Fun!, Disability & Ability, Social"
91876,"Cultural, Educational, Ethnic, International Students, Travel"
236021,"Career Planning, Business, Asian Pacific Islander, Social, Technology, Women, Professional Development, Leadership, International Students, Fun!"
46690,"Academic, Academic - Department, Academic - Research, Community Service, Educational, Service - Outreach, Undergraduate Student Oriented"
144296,"Academic, Business, Educational, Professional Development"
220121,"LGBTQI, Law"
46338,"Academic - Department, Engineering, Graduate Student Oriented, Social, Professional Development"
91347,"Academic, Educational, Engineering, Sustainability"
46216,"Chicana/Chicano, Cultural, Academic, Community Service, Social"
91276,"Cal Spirit/Booster, Disability & Ability, Fitness, Fun!, Outdoors, Recreation, Self Improvement - Exercise, Sports, Sports and Recreation Groups"
46669,"Academic, Publications, Journals, Cultural, Arts - Visual Art"
91736,Arts - Dance
91563,"Cultural, Ethnic, International Students, Graduate Student Oriented, Undergraduate Student Oriented, Social"
165242,"LGBTQI, Intersections of Identity, Gender and Lesbian, Gay, Bisexual and Transgender Groups, Social Activism"
45899,"Service - Community Involvement, Environmental, Cultural, Community Service, Fun!, Educational"
45967,"Cultural, Fundraising & Philanthropy, Service - Community Involvement, Social, Ethnic, Leadership"
46089,"Academic, Cultural, Law, Leadership, Multicultural, Political, Professional Development, Travel"
46090,Arts - Music
46091,"Service - Community Involvement, Recreation, Cal Spirit/Booster"
81808,"Professional Development, Graduate Student Oriented, Academic - Department"
135681,"Academic, Arts - Visual Art, Community Service, Educational, Fun!, Graduate Assembly Affiliated, Health & Wellness, Media, Self Improvement, Service - Outreach, Service - Retention, Social Activism, Technology"
138406,"Academic, Educational, Cultural, Latina/Latino, Undergraduate Student Oriented, Career Planning"
135187,"Academic - Department, Academic, Academic - Research, Career Planning, Educational, Fun!, Professional Development, Social, Undergraduate Student Oriented"
91352,"Academic - Research, Undergraduate Student Oriented"
91353,"Academic - Department, Academic, Arts - Multimedia, Arts - Visual Art, Professional Development, Entrepreneurial, Leadership, Business, Media, Technology, Undergraduate Student Oriented, Publications, Academic - Pre-Professional"
115779,"Arts - Music, Arts - Performance, Arts - Multimedia, Educational, Undergraduate Student Oriented"
91767,"Academic, Academic - Research, Journals, Media, Publications, Technology, Undergraduate Student Oriented"
46093,"Academic, Undergraduate Student Oriented, Professional Development, Business, Academic - Department, Academic - Pre-Professional, Academic - Research, Social"
46094,"Academic, Academic - Pre-Professional, Business, Professional Development, Undergraduate Student Oriented"
91557,"Undergraduate Student Oriented, Academic - Department, Academic, Educational, Academic - Research, Engineering"
46639,"Academic - Pre-Professional, Academic, Business, Medical, Undergraduate Student Oriented, Out-of-State Students, Law, Career Planning, Academic - Department, Entrepreneurial"
115695,"Publications, Academic, Academic - Department, Academic - Research, Arts, Arts - Visual Art, Cultural, Educational, Journals, Undergraduate Student Oriented"
158422,"Academic - Research, Academic, Engineering, Technology, Undergraduate Student Oriented"
59032,"Academic, Academic - Pre-Professional, Law, Academic - Honor Society, Career Planning, Educational, Leadership, Professional Development, Undergraduate Student Oriented"
46095,"Academic - Pre-Professional, Business, Entrepreneurial, Leadership, Professional Development"
219406,"Non-Partisan Political, Professional Development, Business"
46097,"Academic - Pre-Professional, Academic - Department, Political, Professional Development, Social, Undergraduate Student Oriented"
46098,"Academic, Business, Entrepreneurial, Academic - Pre-Professional, Undergraduate Student Oriented"
158361,"Academic - Department, Advocacy, Democracy, Community Service, Environmental Groups, Health & Wellness, Leadership, Academic, Academic - Research, Disability & Ability, Environmental, International Students, Intersections of Identity, Latina/Latino, LGBTQI, Men, Mixed Students, Military & Veterans, Multicultural, Native American, Out-of-State Students, Service - Community Involvement, Student Government - ASUC, Students with Dependents, Sustainability, Transfer Students, Undergraduate Student Oriented, Veterans, Women, African American, Chicana/Chicano, Gender & Sexuality"
145707,"Social Activism, Women, Undergraduate Student Oriented, Academic - Department, Academic, Academic - Research, Business, Career Planning, Educational"
92048,"Advocacy, Leadership, Self Improvement, Service - Community Involvement, Service - Retention, Social Activism"
46020,"Community Service, Fundraising & Philanthropy, Service - Outreach, Undergraduate Student Oriented, Advocacy"
46102,"Multicultural, Political, Latina/Latino, Intersections of Identity, Ethnic, Cultural"
121253,"Service - Outreach, Social Activism"
91855,"Advocacy, Educational, Fundraising & Philanthropy, Service - Community Involvement, Professional Development, Leadership, Social Activism, Non-Partisan Political, Sustainability"
140864,"Community Service, Fundraising & Philanthropy, Social Activism, Advocacy"
115780,"Travel, Service - Outreach, Social Activism, Service - Community Involvement, Cultural, Community Service"
91821,"Graduate Student Oriented, Politically Affiliated, Social Activism"
92130,"Faith, Religion & Spiritual, Service - Outreach, Service - Community Involvement"
91538,"Advocacy, Educational, Gender and Lesbian, Gay, Bisexual and Transgender Groups, Service - Community Involvement"
46636,"Academic - Research, Advocacy, Arts - Music, Arts - Performance, Community Service, Educational, Entrepreneurial, Fun!, Fundraising & Philanthropy, Leadership, Service - Community Involvement"
115762,"Advocacy, Academic - Research, Health & Wellness, Law, Medical, Social Activism"
